id,question,valid,row_count,needs_manual_review,review_reason,expected_family,expected_answer_shape,error,human_gold_valid,human_notes,semantic_audit_status,semantic_audit_notes
FINALKGQA680,How many SAE levels are covered in the data?,True,1,False,,autonomous_driving,count,,,,,
FINALKGQA681,Which response type for order cancellations has the highest overall participant involvement?,True,1,False,,order_cancellation,ranking_top,,,,,
FINALKGQA682,Which survey type is linked to the highest count of companies that have reported a shortage?,True,1,False,,shortage,ranking_top,,correct,Correct: returns all survey types tied for the highest shortage-reporting company count.,correct,Correct: returns all survey types tied for the highest shortage-reporting company count.
FINALKGQA683,Report the sum of Tier1 inventory responses organized according to component and trend?,True,9,False,,inventory,sum,,correct,Correct: returns summed Tier1 inventory responses by component and trend.,correct,Correct: returns summed Tier1 inventory responses by component and trend.
FINALKGQA684,How many active component share categories are linked to each Tier1 company?,True,3,False,,catalog_lookup,count,,,,,
FINALKGQA685,Which region stands out with the largest total demand based on the Semiconductor survey data?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA686,Could you specify the percentage changes for BL1 and BL2 baselines relevant to Tier1 automotive?,True,2,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA687,"Detail the cumulative future demand for semiconductors, grouped by technology category and quarter?",True,40,False,,future_demand,sum,,,,,
FINALKGQA688,"How many vehicle units were sold per month, taking into account only actual sales data?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA689,Could you tell me the total count of AutonomousDrivingDevelopment entries?,True,1,False,,autonomous_driving,count,,correct,"Manual semantic spot check: query returns the total count of AutonomousDrivingDevelopment entries, matching the requested count.",correct,"Manual semantic spot check: query returns the total count of AutonomousDrivingDevelopment entries, matching the requested count."
FINALKGQA690,Detail the technology category and response type assigned to each order-cancellation participant observation?,True,15,False,,order_cancellation,raw_or_lookup,,,,,
FINALKGQA691,What is the distribution of Tier1 companies based on whether they reported a shortage or not?,True,2,False,,shortage,count,,,,,
FINALKGQA692,Which semiconductor technology category and inventory trend pairing is documented most often in the data?,True,1,False,,inventory,ranking_top,,correct,Correct: returns the most frequent semiconductor technology-category and inventory-trend pairing.,correct,Correct: returns the most frequent semiconductor technology-category and inventory-trend pairing.
FINALKGQA693,What technology category names are present in the catalog?,True,5,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA694,What is the mean Tier1 demand reported for the Americas region?,True,1,False,,regional_demand,average,,,,,
FINALKGQA695,What is the combined current demand for Tier1 in BL1 after subtracting the BL2 value?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA696,List the summed future demand percentages by region and quarter as reported by OEMs?,True,35,False,,future_demand,sum,,,,,
FINALKGQA697,Give me the combined total of actual vehicle-sales units that have been logged?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA698,What vehicle type and SAE level combination reaches the peak percentage for autonomous driving?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA699,What is the quantity of OrderCancellation entries that pertain to OEM survey materials?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA700,How many Tier1 companies have disclosed a semiconductor shortage in their survey responses?,True,1,False,,shortage,count,,correct,Correct: counts Tier1 companies disclosing shortage; response-type flag is false positive.,correct,Correct: counts Tier1 companies disclosing shortage; response-type flag is false positive.
FINALKGQA701,What is the total number of semiconductor inventory trends available for every technology category?,True,9,False,,inventory,count,,,,,
FINALKGQA702,How many Quarter entities can be found in the data?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA703,"What is the total demand reported by Tier1, OEM, and Semiconductor groups in each region?",True,15,False,,regional_demand,sum,,,,,
FINALKGQA704,Sum the percentage-change metrics for BL1 and BL2 as reported in Tier1 Automotive current demand?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA705,How does the cumulative future demand percentage for Semiconductor compare across regions and quarters?,True,35,False,,future_demand,sum,,,,,
FINALKGQA706,How are vehicle sales observations distributed between actual and forecast classifications?,True,2,False,,vehicle_sales,count,,correct,"Manual semantic spot check: query returns actual/forecast labels and observation counts, matching the requested distribution by data classification.",correct,"Manual semantic spot check: query returns actual/forecast labels and observation counts, matching the requested distribution by data classification."
FINALKGQA707,"List the average autonomous-driving percentage associated with each vehicle type, taking all years into account?",True,9,False,,autonomous_driving,average,,,,,
FINALKGQA708,Which semiconductor technology categories account for the greatest total number of order cancellations?,True,5,False,,order_cancellation,sum,,,,,
FINALKGQA709,"In the Tier1, OEM, and Semiconductor survey findings, how many companies are listed as experiencing shortages per survey?",True,6,False,,shortage,count,,,,,
FINALKGQA710,"List the cumulative inventory amounts for EV, non-EV, and mixed component segments?",True,3,False,,inventory,sum,,,,,
FINALKGQA711,Identify every quarter label that appears within the dataset?,True,8,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA712,How many DemandForRegion items have connections to OEM survey data?,True,1,False,,regional_demand,count,,,,,
FINALKGQA713,What baseline types does the dataset contain?,True,5,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA714,"For technology categories, which one reports the highest average percentage change in predicted future demand?",True,1,False,,future_demand,ranking_top,,,,correct,Returns the technology category with highest average projected future-demand percentage change; matches the question.
FINALKGQA715,Give the total number of vehicle sales units for every month using actual data?,True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA716,"At Level 5 autonomy, which vehicle type records the peak percentage?",True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA717,"Across technology categories and response types, what is the cumulative count of semiconductor order cancellation responses?",True,15,False,,order_cancellation,sum,,correct,Correct: sums semiconductor order-cancellation participant counts by technology category and response type.,correct,Correct: sums semiconductor order-cancellation participant counts by technology category and response type.
FINALKGQA718,"Among semiconductor companies, what is the count of firms that indicated a shortage versus those that reported no shortage?",True,2,False,,shortage,count,,,,correct,Returns yes/no shortage counts for Semiconductor-survey companies; matches the requested shortage-vs-no-shortage count.
FINALKGQA719,"Within Tier1 companies, what is the total count of inventory entries assigned to the increase, stable, or decrease categories?",True,3,False,,inventory,count,,,,,
FINALKGQA720,What is the count of companies that are tied to the OEM survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA721,"Among all regions, which one reports the least total demand based on the OEM survey data?",True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA722,Show the number of Tier1 Automotive current-demand entries that have been recorded for each of the baselines BL1 and BL2?,True,2,False,,current_demand_baselines,count,,,,,
FINALKGQA723,How does the average percentage change in anticipated demand compare among vehicle types for each quarter?,True,24,False,,future_demand,average,,,,,
FINALKGQA724,What is the total count of VehicleSalesObservation records currently in the system?,True,1,False,,vehicle_sales,count,,correct,"Manual semantic spot check: query returns the total count of VehicleSalesObservation records, matching the requested count.",correct,"Manual semantic spot check: query returns the total count of VehicleSalesObservation records, matching the requested count."
